Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureToSalaryRatio,NoPromotionFlag,OvertimeRiskWeight,SatisfactionScore,CareerStagnation,LowIncomeFlag,ManagerRisk,RiskScore,Attrition_Actual,HighRiskFlag,ReplacementCostUSD
45,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9,1.7331022527325648,1,0,3.0,0.6363636363636364,0,0,0.0,0,0,103860.0
38,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2,0.6446621969256495,0,2,3.6666666666666665,0.36363636363636365,0,0,0.05351972152628428,0,0,139608.0
35,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,No,17,3,3,0,15,3,3,13,12,6,0,1.2614011254355326,1,0,2.6666666666666665,0.75,0,1,0.7444741532976827,1,1,185508.0
37,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,No,11,3,1,1,8,2,1,8,4,7,7,2.0325203246868595,1,0,1.6666666666666667,0.4444444444444444,0,0,0.5321890957339874,0,1,70848.0
40,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3,0.5034612963494699,1,2,3.6666666666666665,0.10526315789473684,0,0,0.5854931446262717,0,1,143010.0
44,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2,1.741250217353082,0,2,2.6666666666666665,0.4666666666666667,0,0,0.2730517587501091,0,0,103374.0
48,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2,0.1315616366181054,0,0,3.0,0.08333333333333333,0,0,0.0,0,0,273636.0
35,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2,0.3676470587559472,0,2,3.0,0.25,0,0,0.9473706307717528,1,1,97920.0
24,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3,1.5957446804266637,0,2,2.6666666666666665,0.42857142857142855,0,0,0.464172058052107,0,0,67680.0
27,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2,0.8529997154242253,0,0,2.0,0.3333333333333333,0,0,0.4043376269686578,0,0,63306.0
27,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,No,13,3,3,0,6,0,2,4,2,1,2,1.5503875962982994,0,0,3.6666666666666665,0.2857142857142857,1,0,0.3774142962996567,0,0,46440.0
40,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3,1.8467220674761209,0,2,1.3333333333333333,0.18181818181818182,1,0,1.0,1,1,38988.0
29,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,No,11,3,3,0,8,2,3,5,2,1,4,0.8519338897849832,0,0,3.0,0.2222222222222222,0,0,0.914303434258626,0,1,105642.0
36,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,No,12,3,3,2,9,6,3,3,2,0,2,0.3746253745785933,0,0,2.0,0.2,0,0,0.19861861861861863,0,0,144144.0
25,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,No,17,3,3,2,7,6,3,7,7,0,7,1.3446023816087969,0,0,3.3333333333333335,0.875,0,0,0.0,0,0,93708.0
39,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,No,21,4,3,0,7,3,3,5,4,1,0,0.9442870630888976,0,0,3.0,0.5,0,1,0.18576478106647784,0,0,95310.0
49,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,No,16,3,2,2,27,2,3,4,2,1,2,0.24370925484410472,0,0,1.6666666666666667,0.07142857142857142,0,0,0.03842538190364277,0,0,295434.0
50,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,No,15,3,3,3,19,3,3,14,11,1,11,1.0550908130940468,0,0,2.6666666666666665,0.55,0,0,0.0,0,0,238842.0
20,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,No,19,3,1,0,2,3,3,2,2,2,2,0.7186489397345853,0,0,2.3333333333333335,0.6666666666666666,1,0,0.46856653085429956,0,0,50094.0
34,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,No,12,3,3,1,11,2,3,11,8,7,9,2.024664089448801,1,0,3.0,0.6666666666666666,0,0,0.06195479366834866,0,0,97794.0
36,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,No,11,3,3,0,15,4,3,4,3,1,3,1.9870839533099434,0,0,2.0,0.1875,1,0,0.5373839009287925,0,1,36234.0
49,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12,1.0740369467940687,0,2,2.6666666666666665,0.3548387096774194,0,0,0.0,0,0,251388.0
36,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,No,15,3,3,0,4,6,3,3,2,1,2,0.6858710560846203,0,0,3.3333333333333335,0.4,0,0,0.02972972972972973,0,0,78732.0
36,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,No,20,4,1,1,13,3,3,5,4,0,4,0.7307804734389388,0,0,2.0,0.2857142857142857,0,0,0.10903459566816069,0,0,123156.0
54,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,17426,18685,3,No,25,4,3,1,36,6,3,10,8,4,7,0.5738551589249481,1,0,2.6666666666666665,0.21621621621621623,0,0,0.0,0,0,313668.0
43,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,No,24,4,1,1,14,3,3,14,10,6,11,0.7953189796741851,1,0,2.3333333333333335,0.6666666666666666,0,0,0.09459299294011297,0,0,316854.0
35,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7,2.401222439991001,1,2,3.0,0.6428571428571429,0,0,0.529764853309745,1,1,82458.0
38,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9,2.7455121430315708,0,0,4.0,0.55,0,0,0.0,0,0,85230.0
29,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9,2.3883448764298194,0,2,1.6666666666666667,0.0,0,0,0.9171501685490032,0,1,75366.0
33,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4,1.0899182559328033,0,0,3.6666666666666665,0.2857142857142857,0,0,0.02972972972972973,0,0,99090.0
32,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,No,13,3,3,2,10,4,2,9,5,1,6,1.6453382081087133,0,0,3.0,0.45454545454545453,0,0,0.018162006057901105,0,0,98460.0
31,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,No,11,3,1,2,10,2,3,10,0,0,2,1.826150474465641,0,0,2.0,0.0,0,0,0.2730517587501091,0,0,98568.0
49,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2,0.7730962501843461,0,2,2.3333333333333335,0.1111111111111111,1,0,0.5373839009287925,0,1,46566.0
38,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3,1.6393442616232194,1,0,2.6666666666666665,0.6,1,0,0.4192054019708114,0,0,43920.0
47,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,0.18782870021363457,0,0,2.3333333333333335,0.06666666666666667,0,0,0.0,0,0,287496.0
49,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379,22384,4,No,14,3,1,0,23,2,3,8,7,0,0,0.5201898692684707,0,0,2.3333333333333335,0.2916666666666667,0,1,0.10903459566816069,0,0,276822.0
41,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2,0.2824060999318828,0,2,3.6666666666666665,0.0,0,0,0.34377352440455533,0,0,127476.0
20,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,No,11,3,1,0,2,3,3,2,2,0,2,0.7331378296432779,0,0,2.0,0.6666666666666666,1,0,0.9322918689538607,0,1,49104.0
33,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2,1.1177347240838795,0,2,3.3333333333333335,0.625,0,0,0.14570126233482736,0,0,96624.0
36,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,No,14,3,2,2,10,2,2,3,2,0,2,0.561062277807918,0,0,2.0,0.18181818181818182,0,0,0.5560813799203892,0,1,96246.0
44,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2,0.6259780905708989,0,2,2.6666666666666665,0.2222222222222222,0,0,0.09923067409953326,0,0,57510.0
23,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2,1.2534469788785543,0,2,2.6666666666666665,0.6666666666666666,0,0,0.8797414293095993,1,1,71802.0
38,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,No,19,3,4,1,7,5,2,0,0,0,0,0.0,0,0,3.6666666666666665,0.0,0,1,0.10903459566816069,0,0,59508.0
53,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,No,15,3,3,0,11,2,3,4,3,1,2,0.5710206994188407,0,0,3.0,0.25,0,0,0.09923067409953326,0,0,126090.0
48,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7,3.389830507197804,1,2,3.3333333333333335,0.35,1,0,0.35857883555477127,1,0,47790.0
32,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,0,0.7178750892190415,0,0,2.3333333333333335,0.0,1,1,0.9171501685490023,1,1,25074.0
26,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,No,20,4,3,0,7,5,3,7,7,5,7,2.723735407500492,1,0,3.6666666666666665,0.875,1,0,0.19962557173941856,0,0,46260.0
55,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,No,12,3,4,1,8,1,3,4,2,1,2,1.130901893940938,0,0,2.3333333333333335,0.2222222222222222,0,0,0.33296985185521233,0,0,63666.0
34,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,No,14,3,3,1,15,3,4,15,10,4,13,3.7631710979018633,1,0,3.0,0.625,0,0,0.09459299294011297,0,0,71748.0
60,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,0,0.09188642836608597,0,0,3.3333333333333335,0.0,0,1,0.044824069352371244,0,0,195894.0
33,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,No,18,3,4,3,14,6,3,14,11,2,13,6.903353053795191,0,0,2.6666666666666665,0.7333333333333333,1,0,0.0,0,0,36504.0
37,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,No,14,3,3,2,6,2,2,6,3,1,3,0.6299212597763862,0,0,3.3333333333333335,0.42857142857142855,0,0,0.10903459566816069,0,0,171450.0
34,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,No,12,3,2,0,10,3,3,10,9,8,7,3.4141345157343346,1,0,2.6666666666666665,0.8181818181818182,0,0,0.24326068376068374,0,0,52722.0
23,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2,1.3186813181016785,0,2,3.0,0.5,1,0,0.6166619757951027,1,1,40950.0
44,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7,1.015357278713624,1,2,3.0,0.7,0,0,0.18841299963547975,0,0,141822.0
35,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4,1.0141987827557406,0,2,2.6666666666666665,0.5714285714285714,0,0,0.5810813799203892,0,1,88740.0
43,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8,1.274372371444581,1,2,3.0,0.8181818181818182,0,0,0.39369932909631744,0,0,141246.0
24,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,No,16,3,4,1,5,1,3,5,3,0,4,1.1361054303258111,0,0,3.3333333333333335,0.5,0,0,0.09459299294011297,0,0,79218.0
41,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,No,12,3,2,0,10,3,3,10,8,8,7,1.0821339680681599,1,0,3.0,0.7272727272727273,0,0,0.2730517587501091,0,0,166338.0
29,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,No,17,3,3,1,9,2,3,5,3,1,2,1.6812373901542577,0,0,3.3333333333333335,0.3,0,0,0.16508968133287555,0,0,53532.0
36,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,No,15,3,3,0,17,2,2,13,7,6,7,2.8876055080214114,1,0,3.3333333333333335,0.3888888888888889,0,0,0.2162049808429119,0,0,81036.0
45,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,No,23,4,4,1,25,3,2,23,15,14,4,2.139933010593605,1,0,3.3333333333333335,0.5769230769230769,0,0,0.03842538190364277,0,0,193464.0
24,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,No,11,3,3,1,1,2,3,1,0,0,0,0.6430868163066966,0,0,3.3333333333333335,0.0,1,1,0.5907563025210084,1,1,27990.0
47,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,No,11,3,3,0,25,3,1,23,5,14,10,1.777983920703619,1,0,3.0,0.19230769230769232,0,0,0.6519560934421615,1,1,232848.0
26,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,No,15,3,3,3,3,3,4,3,2,0,2,1.301518437613224,0,0,3.3333333333333335,0.5,1,0,0.23573725981620722,0,0,41490.0
45,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,16704,17119,1,No,11,3,3,0,21,2,3,21,6,8,6,1.2571839079707146,1,0,3.0,0.2727272727272727,0,0,0.16508968133287555,0,0,300672.0
32,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,No,13,3,1,1,10,3,2,5,2,1,3,1.4564520823022278,0,0,1.6666666666666667,0.18181818181818182,0,0,0.541795665634675,0,1,61794.0
31,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,No,14,3,4,1,6,2,4,5,2,0,3,1.4380212823014031,0,0,3.0,0.2857142857142857,0,0,0.10903459566816069,0,0,62586.0
41,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,No,19,3,2,1,10,4,3,3,2,1,2,0.46656298593055007,0,0,2.3333333333333335,0.18181818181818182,0,0,0.16508968133287555,0,0,115740.0
40,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0,0.15346838548903186,0,2,1.6666666666666667,0.0,0,1,0.514542036910458,0,1,117288.0
24,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,No,13,3,2,3,6,2,4,6,2,1,2,1.5357051442191694,0,0,1.6666666666666667,0.2857142857142857,0,0,0.2893245614035088,0,0,70326.0
46,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,No,14,3,4,0,19,3,3,10,7,0,9,1.7979144189503928,0,0,3.0,0.35,0,0,0.16371295824126014,0,0,100116.0
35,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,No,16,3,2,1,17,3,3,7,7,0,7,1.0169984017118991,0,0,3.0,0.3888888888888889,0,0,0.05325914149443561,0,0,123894.0
30,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,No,12,3,2,1,10,2,2,10,0,0,8,3.494060096612837,0,0,2.6666666666666665,0.0,1,0,0.315876769996173,0,0,51516.0
47,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,No,11,3,4,1,4,3,1,1,0,0,0,0.20088388907173887,0,0,3.0,0.0,0,1,0.6725443287362791,0,1,89604.0
46,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3,0.9645061727464789,0,2,3.0,0.42857142857142855,0,0,0.23052242433232412,0,0,186624.0
36,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Yes,13,3,2,3,16,3,3,2,2,2,2,0.3260515160863952,0,2,1.6666666666666667,0.11764705882352941,0,0,0.8683610387548629,1,1,110412.0
32,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,6,No,15,3,2,0,10,2,3,0,0,0,0,0.0,0,0,1.6666666666666667,0.0,0,1,0.9736796536796536,1,1,121230.0
23,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,3295,12862,1,No,13,3,3,0,3,3,1,3,2,1,2,0.9104704094353656,0,0,2.6666666666666665,0.5,0,0,0.39369932909631744,0,0,59310.0
31,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,No,20,4,4,0,9,3,2,5,4,1,4,0.9545628100506752,0,0,4.0,0.4,0,0,0.05351972152628428,0,0,94284.0
39,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Yes,15,3,4,1,9,2,3,9,8,5,8,1.3906056858172735,1,2,4.0,0.8,0,0,0.16508968133287555,0,0,116496.0
32,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,9610,3840,3,No,13,3,3,1,10,2,1,4,3,0,2,0.4162330904873847,0,0,3.3333333333333335,0.2727272727272727,0,0,0.4192054019708114,0,0,172980.0
40,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,19833,4349,1,No,14,3,2,0,21,3,2,21,8,12,8,1.058841325010899,1,0,2.0,0.36363636363636365,0,0,0.5373839009287925,0,1,356994.0
45,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,No,21,4,3,2,9,2,4,5,0,0,3,0.5125051249987181,0,0,3.0,0.0,0,0,0.0,0,0,175608.0
30,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,No,16,3,4,0,10,2,3,9,7,0,7,1.811594202533898,0,0,3.0,0.6363636363636364,0,0,0.08817939988755888,0,0,89424.0
24,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,No,14,3,4,1,3,2,3,2,2,2,1,0.9324009319662466,0,0,3.0,0.5,1,1,0.2730517587501091,0,0,38610.0
30,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,No,11,3,3,1,6,0,2,4,2,1,2,1.8348623844794207,0,0,3.3333333333333335,0.2857142857142857,1,0,0.2674365079365079,1,0,39240.0
31,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,No,19,3,3,1,6,3,3,5,2,0,2,0.5990893840643314,0,0,2.3333333333333335,0.2857142857142857,0,0,0.22745115995115994,0,0,150228.0
27,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,No,11,3,3,0,6,5,2,6,2,1,4,1.741654571337691,0,0,3.3333333333333335,0.2857142857142857,0,0,0.10903459566816069,0,0,62010.0
29,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,No,13,3,3,0,2,3,3,2,2,2,2,0.7246376808968704,0,0,2.3333333333333335,0.6666666666666666,1,0,0.9364791068367506,1,1,49680.0
29,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2,0.4766444231845179,0,2,3.6666666666666665,0.18181818181818182,0,0,0.49076521089958935,0,0,113292.0
30,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,No,11,3,1,1,12,2,3,7,7,1,7,0.9803921567254353,0,0,1.6666666666666667,0.5384615384615384,0,0,0.3811352265322149,0,0,128520.0
34,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,2932,5586,0,Yes,14,3,1,3,6,3,3,5,0,1,2,1.7053205996912275,0,2,3.0,0.0,0,0,0.17684037136867325,0,0,52776.0
33,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,No,15,3,4,0,13,2,2,11,7,1,7,2.137167281496567,0,0,3.3333333333333335,0.5,0,0,0.2211019473882644,0,0,92646.0
49,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,4507,8191,3,No,12,3,3,0,8,1,4,5,1,0,4,1.1093854002419825,0,0,3.6666666666666665,0.1111111111111111,0,0,0.09923067409953326,0,0,81126.0
33,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0,0.0,0,2,1.6666666666666667,0.0,0,1,0.9916666666666668,1,1,154152.0
38,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,2468,15963,4,No,14,3,2,1,9,4,2,6,1,0,5,2.4311183134395793,0,0,2.3333333333333335,0.1,1,0,0.3811352265322149,0,0,44424.0
31,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,No,13,3,1,3,10,2,3,1,0,0,0,0.1225340031708695,0,0,1.6666666666666667,0.0,0,1,0.541795665634675,1,1,146898.0
29,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,No,13,3,3,1,1,2,3,1,0,0,0,0.4741583686703848,0,0,2.6666666666666665,0.0,1,1,0.39369932909631744,0,0,37962.0
30,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,No,16,3,3,1,10,3,3,7,0,1,7,1.3222516053414712,0,0,3.0,0.0,0,0,0.11929002760436477,0,0,95292.0
32,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,No,14,3,2,0,12,3,3,7,7,0,7,2.575423104276886,0,0,2.0,0.5384615384615384,1,0,0.3811352265322149,0,0,48924.0
38,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Yes,16,3,3,1,15,2,3,1,0,1,0,0.17208742037995398,0,2,3.0,0.0,0,1,0.8196484390857792,0,1,104598.0
43,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Yes,16,3,4,1,6,4,3,1,0,0,0,0.410340582515248,0,2,3.3333333333333335,0.0,1,1,0.9473706307717528,1,1,43866.0
